column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10
87,1242,2130,327,267,930,1713,1641,2868,75
2664,2406,1470,63,93,2628,996,807,1107,2595
1401,1260,1668,1647,2229,264,132,1011,2700,72
2598,1419,2757,1905,1083,2802,309,1347,2547,1071
1959,1734,924,2421,2583,573,2922,447,1059,1857
2385,1326,2697,921,2871,426,2394,1248,1692,2445
849,1455,2922,2769,2961,2886,876,834,1449,1845
2136,1890,2604,1422,2688,453,2964,237,1140,2865
540,1542,1905,171,1005,1851,1125,1773,231,2286
1935,1491,1764,423,1371,108,1530,2277,2277,2220
1110,1752,2091,1086,1260,2424,2934,2898,255,1857
1503,2382,1668,2787,1068,1452,2058,420,1218,2886
1599,2142,297,1356,324,213,2067,1482,1542,1206
603,1248,2571,141,1413,585,2421,1614,2226,2643
1788,1368,1875,1737,2343,576,2133,1641,1629,1413
2898,1455,1122,621,216,2496,2388,2250,1698,1707
696,1197,2157,2130,609,618,2454,2901,1107,552
2232,663,1260,954,2280,576,1554,2415,42,156
2883,2694,645,1626,915,2832,246,894,471,1518
99,1551,2943,861,69,1899,1728,1491,195,1230
2133,1794,918,1692,2001,2856,2364,1323,636,1743
1128,2862,327,1497,324,2322,375,1356,927,393
2295,942,2478,2049,420,1755,2925,1032,1461,1797
2394,1611,870,507,1140,2154,705,1086,1332,2190
2700,2916,234,2001,1866,747,1020,159,2931,252
2730,765,1332,1710,924,435,1962,567,2271,2169
906,753,177,714,738,1815,1131,1857,1959,2382
1062,1611,1689,1026,2748,2091,2817,1401,1533,960
1479,471,2658,555,1587,2571,1965,522,168,2133
2466,2367,2631,324,1731,96,2895,1434,2865,978
285,726,2808,15,600,1521,354,129,2019,1587
1233,714,1815,1164,2010,150,1335,1842,2391,2928
1401,1107,1071,2988,1233,2466,2757,645,1416,714
486,2505,2940,1545,1614,2427,30,2985,1869,1860
2790,354,228,2409,1998,2958,516,1635,2124,1995
453,1782,1797,1464,2223,2490,1830,282,681,2211
936,1095,2097,342,2583,105,1827,1947,1773,2658
2877,2745,1875,648,2142,2256,1389,2175,1059,444
510,405,2400,2433,1398,543,1737,2622,18,429
2952,1542,1026,1269,393,912,2643,324,2190,2571
2148,1032,1965,1275,2313,2973,2916,2997,1146,927
1758,1203,1740,2463,1266,783,324,1068,2355,75
2151,492,354,231,1485,1737,1041,324,2448,1878
300,513,1584,2625,936,1176,2259,2298,2901,321
135,2187,2547,270,183,999,1995,2544,1719,930
672,1230,2760,3,1728,2622,1578,354,2949,1014
2025,2715,2229,633,150,2187,1521,1152,504,1476
1683,753,1101,2859,1449,2700,1923,777,1539,2427
1314,1302,165,1827,993,1896,2772,831,543,2736
2043,1173,270,2415,2430,573,1470,978,2181,1908
1623,2220,1224,1125,2853,114,1515,1734,1662,1653
0,1182,2076,801,1590,765,51,948,996,2529
720,267,672,1323,513,918,612,2679,882,480
144,1632,1863,2844,1173,576,1113,1104,2979,2778
228,360,2499,705,2700,1593,972,111,825,372
363,177,2097,2799,1749,228,1527,849,747,2682
1335,2763,2475,2718,219,255,2511,372,2631,582
1719,873,2481,1866,1185,582,417,615,1254,2961
531,171,2490,228,588,2610,2286,9,621,1299
1590,288,1182,1080,2670,2091,864,2940,1947,546
2733,120,882,2874,1545,135,822,1296,1218,2808
936,2748,354,45,2757,1392,639,1374,318,2529
2877,1782,1020,1230,825,2334,2061,2499,1455,2643
963,642,399,462,147,9,2943,1944,2304,2478
1608,0,2679,1998,378,435,222,504,1773,1335
1467,834,1491,2874,1914,564,1923,1479,369,2349
57,2574,441,981,183,855,1860,1158,684,2604
2004,1743,2919,840,360,2667,2202,963,2589,1728
2589,1107,1329,2121,1515,918,2355,1935,1974,2151
2430,255,1254,972,1869,294,702,1434,2646,45
426,1890,474,246,435,1653,405,2565,156,2586
552,66,2703,1278,822,618,2469,1947,264,1881
1566,690,2160,837,1740,1224,1041,2163,1206,831
531,1566,342,2304,1746,2022,636,2037,2250,1365
1725,2919,2904,2643,297,1917,987,798,87,747
1479,879,2094,1605,1905,1383,1539,2064,1629,1536
846,24,2586,2895,2328,579,2172,1650,2265,171
2298,1104,2040,2550,2769,210,2637,1518,1497,1926
894,1281,2124,1338,1215,1575,810,1443,663,2526
159,1263,1938,393,1965,735,1155,309,2478,1380
1329,1284,1092,372,1461,1845,528,2865,1476,2646
1722,933,693,1263,2430,1995,1182,1260,723,573
1131,300,2622,75,1788,2574,2220,345,273,2754
1215,2541,2598,1185,954,1722,1125,2235,963,786
636,1035,993,2031,33,627,2499,2577,390,465
111,1437,2967,2622,1320,282,2802,3,762,2226
2721,1233,1419,2523,1473,594,2067,1488,9,33
495,774,1977,2871,2622,1512,2316,1704,1671,831
1038,450,1188,555,2028,345,579,1692,2388,423
1431,1509,213,1575,51,1515,273,1596,330,1413
378,2508,543,2832,1389,1086,924,651,948,2547
1716,459,2268,2025,2043,1662,279,147,1866,1119
1596,1362,27,531,585,1782,2739,2403,1392,2439
2580,666,90,1293,162,1668,2409,1758,2847,570
831,2436,663,2661,2256,2649,2574,2913,489,684
2817,1011,1329,672,696,2649,315,1224,2148,2580
924,393,327,2601,1620,249,1350,495,1182,1401
1008,2856,2724,2379,435,1365,2355,1983,2748,2016
1674,192,2712,1854,1716,1725,2109,1272,1317,1362
660,2790,807,1293,2442,2544,2754,612,342,1104
186,2283,744,1389,1281,810,246,1626,1146,1110
2160,2133,1053,810,759,1710,1287,1521,2184,1107
525,1701,2115,2133,2826,2481,615,1785,1971,1545
951,375,645,2499,945,2949,780,2382,2055,192
1275,1356,2013,792,744,2466,1830,1257,1668,1758
2316,1224,504,2433,1431,81,510,2754,1599,738
1509,345,2463,339,2745,1311,2046,1494,2397,1275
1791,2640,1830,2313,327,96,162,2253,2205,765
2103,1455,6,1809,2739,885,1677,2310,1815,1779
153,1569,1230,417,21,2139,1197,2052,909,333
714,2172,366,2847,2070,2997,2262,2175,2037,1695
891,2082,2697,1398,1518,591,2070,1278,2736,987
648,870,480,1395,990,261,177,825,1986,1191
2187,1143,627,2841,300,1764,1002,246,1932,2496
1509,2934,936,2226,2403,1212,1005,2622,2535,1632
342,2562,60,2979,219,2094,324,2016,2364,2439
831,606,1851,255,33,2715,1827,2664,243,1233
426,1665,1269,2073,1920,1107,2757,282,1464,1092
1266,2190,2634,693,1449,2052,156,2652,2898,2508
1047,1659,2535,897,255,1959,1893,930,2790,2235
2862,1734,1134,1347,129,2133,663,1614,2349,1437
1029,1197,822,825,2241,72,195,588,1476,2430
702,954,2112,102,2037,1410,2295,1878,2964,1722
1449,234,1317,1194,468,1377,720,2976,2013,2310
1371,159,441,1263,210,705,357,360,1317,1809
1638,1971,1266,1731,1362,474,1209,1326,2754,507
2976,2220,1362,2421,1278,516,2016,2916,1626,396
1800,1467,42,1236,2904,1965,1806,129,111,1914
912,2769,1503,1599,1326,2559,930,2160,402,1764
1932,1800,1782,1683,291,2529,1743,1908,1548,558
156,960,48,1737,234,834,408,285,1983,1284
2274,2889,2337,444,2079,2025,1506,651,1347,1782
384,1893,1617,2784,324,561,2277,1410,2304,432
2409,1995,2976,2394,2151,2436,1014,1008,2682,678
987,2706,2712,2343,1617,1284,2445,1017,2409,1404
774,1911,1890,927,1626,1833,2046,48,477,585
2514,747,1974,2148,1200,2988,2019,2307,1287,1149
72,2100,2310,2208,45,2667,1587,2850,2997,2337
657,402,1758,1698,1851,2532,2469,405,2658,2571
2235,144,204,1686,1728,1281,1056,2550,1662,2883
2784,588,2865,2985,2583,1302,1701,2082,2982,2733
2103,930,2202,30,1563,2013,1281,1803,78,2373
2766,663,2850,2514,2610,2913,2946,2919,2949,2178
2577,123,2694,2691,2601,2727,975,2913,2742,6
492,1260,270,1836,1269,1254,927,2169,75,1494
1194,18,879,1785,2442,456,1080,2502,1047,2568
1941,2622,1878,24,1860,2826,1683,1269,366,75
2205,1821,2706,2577,462,1905,2958,2052,2436,462
2919,2307,2811,786,1263,990,2778,1167,930,552
414,2934,1209,132,372,1065,1572,531,2079,1299
894,2208,2223,435,312,2067,2307,2244,1716,1539
1581,1206,1701,702,1194,987,558,105,2649,18
1575,1134,2964,969,1239,2268,72,135,1521,2976
2421,2964,705,624,678,1428,243,1356,1281,1620
1269,291,2916,624,2358,2844,165,1686,210,2328
1401,2394,2349,120,1515,1905,723,942,2835,2925
318,1866,1476,2835,1167,1314,2604,2196,2922,2997
777,765,1611,2829,1383,1914,921,2892,426,1677
159,2334,1065,990,2595,2928,1788,1989,2655,144
2418,114,1311,1281,1866,1512,594,570,1539,1341
294,2940,2289,1317,1965,2478,351,1530,1512,2385
1476,927,1479,1344,963,780,1524,1929,2244,690
1512,2772,1503,234,93,174,2391,1440,150,159
1359,1728,1005,180,444,324,159,1074,2574,1773
2445,585,2397,243,1545,1110,1320,1167,1404,711
2787,1470,1164,2265,645,39,1134,1278,165,1560
2664,2391,2211,1554,2733,1929,2085,2304,2583,2622
747,303,1770,51,2145,2388,261,1539,2643,888
993,1665,501,2238,1818,654,2010,2910,447,1662
2976,171,2565,513,2319,2805,981,561,2850,849
2397,120,2211,2268,1329,1179,2169,711,2583,75
909,1461,72,2265,822,1545,2016,1554,2274,1428
1467,246,2046,2229,219,708,1293,1938,60,453
465,1407,1623,828,567,2103,45,525,2595,2664
192,2289,99,2586,741,762,1269,2475,2184,1689
150,1029,879,2496,1302,750,1494,1560,1926,1959
45,951,849,1761,12,171,2454,123,2184,1878
2643,396,1302,654,1188,1362,2907,1353,165,1449
2655,471,2349,2118,2652,1974,819,2829,1101,39
2229,177,1239,1065,2661,771,969,2844,939,2619
708,2448,933,990,2973,2805,249,198,1113,24
363,2751,144,801,2577,2364,324,2268,2406,504
2691,903,2307,240,2958,765,279,966,2469,1311
2163,2361,1425,2271,171,1539,2493,294,2532,2247
1380,588,2175,1953,1911,321,435,1989,2661,1029
513,1551,2970,1884,33,714,1854,294,2679,1479
540,150,1407,1803,1791,2010,1311,1896,1788,303
1839,1482,2856,1641,1707,1740,2670,558,2727,1911
729,2328,2889,1077,2466,2646,1260,2892,1113,1530
1746,1797,2109,1074,2508,2541,735,1896,1488,1329
2700,2391,858,2778,2379,1326,2694,1353,1614,483
2454,837,324,546,2709,2667,1995,2082,1266,1068
1413,546,2415,2403,2808,117,2829,501,1551,972
81,945,1113,2613,1458,72,2139,600,813,957
1332,2928,1512,2406,1791,1662,276,1488,252,2187
672,459,1857,1944,939,2625,744,1167,1260,2085
1284,582,1224,2793,1101,2775,144,2187,1035,1239
2637,708,525,834,117,1170,2610,117,588,933
1200,1266,1185,2166,2847,645,651,1221,2586,2106
1698,2385,1830,1902,2037,2217,2046,1818,0,1440
2286,1506,1263,2340,2907,2829,1704,2967,2997,690
378,1038,897,2340,720,567,792,1512,264,2889
2427,1206,2412,2250,258,888,2556,2637,171,1377
2778,1134,2427,1164,2130,483,1263,2985,1455,2349
507,2304,1707,1833,1539,1080,1299,531,741,2511
897,921,2001,675,987,1518,2148,477,270,2988
2793,1023,2724,1902,1413,1701,1416,627,2856,1563
2865,1131,2850,615,942,2136,2292,351,1917,1185
354,2145,2997,1962,1371,2832,1398,711,1182,2181
1251,2856,1518,1092,1710,981,546,702,2427,1518
2766,300,960,1410,261,1485,438,1053,1887,1389
897,1476,2337,216,2883,1794,1308,438,846,2694
138,378,2124,243,189,750,2739,2448,1242,1989
792,876,2208,1545,441,2547,1857,2664,1635,984
1332,2490,2070,2889,2859,729,975,528,1137,1563
1299,1515,792,2427,1011,1341,87,1446,990,1776
2682,963,1704,669,2178,2931,702,1422,879,147
501,2889,2178,261,2703,189,483,57,1518,1053
2304,693,1920,1245,1761,1230,2481,2478,2328,1455
234,1359,1518,1902,795,1524,2547,771,1509,1674
1410,1995,1737,2397,2865,2973,1737,1980,2661,2808
1998,2262,2481,2595,837,432,1215,2247,1995,1851
549,726,759,1140,1731,591,2232,327,2193,1911
1020,1239,2166,2007,870,2448,1404,1698,1068,2409
885,2304,1530,120,1470,327,1575,1893,906,2451
471,1953,2457,1437,2913,2340,2025,2289,2427,876
2097,2592,429,1074,1236,1455,1914,2763,975,300
1938,927,2796,1098,1401,792,246,2085,1809,327
1713,645,2451,450,201,1602,2016,1899,339,2901
1713,609,1527,2724,726,2283,1620,2787,2367,2274
2931,2295,2616,1479,462,2946,1977,2532,1449,2598
450,300,2439,1791,843,498,2454,2502,2580,1650
2271,858,2646,2613,1752,1200,57,2025,1176,2001
1407,87,2889,2112,1101,786,447,522,2805,1023
2778,1248,2247,2109,1647,1410,2817,426,2538,696
2451,783,2061,1434,2577,1044,1359,2703,1056,1707
1080,2448,2022,1290,642,2160,2016,51,1707,180
339,1572,804,2505,1926,546,702,372,432,2835
504,1332,2994,963,1254,2469,1854,444,561,1419
327,1521,2784,714,309,1668,1953,2994,36,1212
1452,2340,219,2673,744,558,459,1743,585,2391
555,1617,2241,1860,2874,1284,2643,1452,729,2919
312,2199,1062,987,1335,1827,831,1530,393,2004
285,366,15,1209,519,636,2094,2622,282,954
2574,2856,1659,684,2883,651,1062,975,2805,1833
912,2217,2478,1272,876,2067,1515,2892,2382,1944
1887,2409,2460,1812,537,2748,1905,963,1128,2571
294,129,1836,1545,1710,2031,2295,1146,180,1788
1299,2598,2172,2391,9,1956,1833,942,747,2859
2388,1635,1677,2913,2499,39,9,60,1440,891
1272,1515,2175,636,2658,1938,2004,1077,1944,234
732,462,1050,2232,2406,1842,1305,1989,2067,192
2040,2952,267,1215,1467,534,1725,2040,2739,1308
2628,2940,2160,663,114,2931,1209,2244,2991,918
1596,1953,810,636,1779,18,1758,594,837,1737
111,705,201,2889,552,1674,1896,1761,579,1179
2517,120,2592,96,1716,2985,2394,1527,2403,72
294,2400,117,1893,903,1683,2877,897,600,1203
75,315,2154,2856,2313,2241,627,2631,2937,1812
1722,1137,1233,1695,2937,2028,2244,456,2274,1110
462,1662,399,1317,192,2106,408,2391,1881,1560
6,2781,165,690,2766,1833,801,174,2751,720
1407,2937,1911,813,330,2319,2253,333,939,837
2877,2388,2895,2154,1719,1647,1446,543,2388,1806
2154,903,1344,1101,39,1206,2532,954,2316,1305
1467,561,456,681,156,1974,36,300,1593,1005
1320,2454,1638,813,1212,2004,2517,2880,1977,1365
1944,1641,1911,2802,582,2136,2469,1302,1071,1128
2160,2079,774,1785,2550,1824,852,960,1554,924
1026,1317,2451,2346,963,684,2649,507,819,2469
1518,1866,309,120,2607,321,633,1293,1383,129
2577,2340,1245,729,2229,1698,2151,2634,2211,1419
21,1947,1347,2085,2007,390,471,2214,1806,2403
615,2532,1002,1116,1068,2658,513,1941,2997,813
1551,2886,1854,1497,1281,1110,1797,2064,2043,1044
2178,45,1851,2403,2415,1524,2175,1050,2016,1872
2946,573,2550,1044,471,507,2235,891,2184,192
1446,2430,1941,1737,1665,1116,957,2991,2631,222
720,2094,2577,171,1476,1293,2511,1029,1254,234
2028,390,1395,1506,2013,2544,1593,1659,2466,141
2211,921,138,603,2574,996,1932,1287,2520,1500
1119,1803,777,1509,1497,1875,459,1683,120,708
267,1146,405,171,2994,2631,2637,2940,1647,582
1689,1959,1017,396,531,2418,2904,327,2466,1845
93,1467,1530,132,825,1983,1287,2322,1179,213
1032,2388,279,282,183,1062,1149,2691,1377,1302
2022,2070,1590,1854,267,2712,1272,2523,1431,1434
1236,2196,402,2538,1911,1575,2394,2088,1932,2184
819,2607,1236,1872,2049,1461,288,2868,1287,468
882,1119,957,2331,876,2715,405,1368,1167,1584
480,1944,1848,2133,2835,2022,399,2025,1698,2037
1821,2919,1428,345,66,2472,186,1893,1341,957
2343,2076,588,768,891,2598,2820,243,2022,834
72,450,768,2421,2463,573,585,1686,2145,306
1362,1293,1680,510,2634,2853,2157,543,2823,309
762,2802,1683,168,1335,2958,1086,498,1665,699
1725,783,1830,963,2988,2796,1599,1467,2139,378
909,2172,1998,2358,918,1158,1143,81,2772,831
366,1215,1929,2805,147,2295,1899,690,489,1530
2211,1425,468,294,1716,1065,1857,1887,705,1524
642,1410,738,2529,135,1443,2175,534,1383,2025
2718,2562,1494,1911,1380,783,111,642,2529,825
1980,891,1761,1968,1578,2352,1251,909,102,2472
2706,1299,1629,2376,1497,2409,933,1890,888,1317
2427,2196,1257,735,1314,63,741,2139,2247,612
1728,2553,2088,867,36,1131,792,2046,1881,2880
1149,177,852,2763,2034,105,1131,453,1410,675
1248,207,207,270,1047,729,195,1200,642,1770
2823,1938,582,1200,1374,429,2148,1284,1776,318
1275,1047,2829,201,2241,996,2166,306,48,822
429,816,2562,1743,570,2106,2697,2208,1146,1974
2883,1296,2775,1803,408,1185,2388,1587,105,2640
1599,2427,156,558,555,2472,2844,1620,1623,1344
1659,798,1605,1803,528,1422,2604,1545,2397,1602
18,2382,66,924,747,99,2997,1986,2109,2097
255,2727,840,1098,1344,2208,2442,1953,1860,852
1479,1992,2397,2412,348,2565,816,1092,498,2121
111,1986,2799,2955,2298,2856,309,2880,843,1296
630,2157,2952,2136,1632,2580,2817,621,561,1164
1728,1704,1386,279,657,2223,2742,720,615,2757
2436,945,174,1116,312,486,213,2481,2589,1206
2979,2976,156,2889,798,297,759,879,2532,183
1731,1428,2565,1593,744,1671,2085,1224,1236,603
273,93,1533,852,888,246,387,918,1149,72
2841,1257,1674,711,2322,1041,405,1248,2502,1572
2061,2946,396,138,2265,2355,45,414,2076,1485
1779,2913,1296,1488,1272,921,2337,2397,1629,2565
1944,1233,2232,2901,1386,2064,1140,162,207,2226
612,2397,1380,405,183,306,762,54,45,873
2352,858,2013,2703,1527,2382,1146,1596,1260,1794
1497,2340,1260,309,2400,1206,2916,2388,2223,2106
1230,270,498,624,1335,1410,1206,2901,1653,2217
1581,1737,1902,1818,1206,1917,1770,480,534,2841
2154,2382,1416,1308,2991,2274,1062,1608,750,2367
1827,891,2256,417,2643,2691,2493,1356,453,801
2802,2961,1716,1080,1281,2820,813,2004,702,180
2829,2946,1287,405,1434,1047,1638,12,2988,2949
2583,114,2568,1893,2532,2418,1128,1803,2106,2166
1902,2607,2394,1287,2733,1248,1548,690,2694,1821
795,1821,900,2163,594,2868,1155,420,858,336
1341,1407,432,624,2025,1416,39,735,1776,75
1728,39,1476,2862,2427,2745,534,459,2508,735
105,2229,2568,168,537,633,951,108,1839,75
1866,2133,1932,633,1587,162,804,2397,2748,2037
1788,1446,2451,2616,1908,1629,705,711,453,897
222,1185,1881,1320,2169,1542,57,1950,81,468
939,144,108,1563,2385,2184,1632,1749,36,342
234,1281,162,648,1452,1428,1962,2502,2673,1635
1353,1848,231,1353,1707,1110,2985,1350,1350,774
2979,2691,120,600,1251,2142,387,201,1005,132
2385,1581,2595,2367,1506,2025,2994,2916,1398,780
903,2379,2922,942,1980,591,2136,1056,1215,1575
426,2562,2736,627,2244,1449,2685,2667,783,825
1779,15,2430,1116,1767,1530,2538,2271,2793,2556
2292,66,2127,729,1215,1692,150,471,561,348
969,552,2841,354,99,2361,1098,1221,1929,1035
2451,966,1908,2781,750,1851,348,1125,702,1617
1959,663,171,2850,1971,729,2388,921,1671,2385
2661,177,837,2970,2148,2307,1074,1287,2775,1830
2646,984,366,174,2775,1311,315,423,2004,687
561,2865,204,1719,1686,39,2508,1725,510,216
1206,168,1023,2379,45,1083,1251,2943,198,2565
912,117,2013,2007,2694,1425,1419,2886,2988,111
1584,204,2622,2829,1581,2673,2910,2034,906,1290
2937,1656,2262,1722,276,2253,2511,393,399,933
2769,609,210,1017,2361,1857,2568,801,1422,759
855,2139,1041,2016,2505,2562,948,2601,39,2211
2523,594,1680,2211,1977,654,129,2553,2190,2487
2331,2904,612,423,531,438,1038,1053,354,2148
417,165,1056,1149,321,966,1065,222,363,2322
837,1617,1050,2157,1095,870,54,1113,2196,2772
1947,1680,1545,1386,1218,1995,1995,2610,561,2703
2151,2286,2667,1095,1029,762,2448,2127,1971,927
1521,2610,105,903,2703,801,1734,1551,1332,2127
435,2154,1818,2097,807,2598,2955,2157,2604,1713
1950,6,1488,1974,264,1512,2268,411,975,720
1578,921,705,1653,1599,1821,2289,2247,1758,1977
2106,930,606,2868,1305,1806,237,675,1845,1032
837,1215,228,1836,2775,2622,375,2193,2214,66
78,1605,129,1470,2190,540,1851,1620,429,2388
1398,345,1773,2565,2277,1365,2913,396,2262,2052
60,723,774,2100,2634,324,2265,810,2196,2997
1131,2232,489,1170,1674,1737,1005,2541,96,1752
2028,618,1977,1437,2079,1950,2922,1554,1617,828
540,1782,1020,2049,399,1863,1242,2376,813,852
1647,270,1956,2904,2148,417,1662,2529,2019,2571
1704,2091,438,981,1485,2895,375,1416,1251,1440
1992,6,2259,1647,1071,1176,72,660,1044,2313
969,2895,1689,2418,1365,306,1608,1386,288,2748
2682,144,405,1413,2487,816,1779,1104,2304,1449
243,1491,1725,903,564,1386,2187,1602,495,660
2382,1518,2319,2070,801,2427,210,1110,1683,756
177,2937,1095,285,153,2535,1074,996,1098,2937
1254,1575,1605,222,957,2826,1752,672,897,225
1338,342,1389,390,1941,735,1101,2190,2544,1194
2442,741,1854,423,2865,2376,441,1587,1752,1695
2946,2463,1422,1623,1293,2349,1779,2052,2670,357
702,1806,1596,741,2727,2610,1623,2787,2040,2646
2607,108,1032,2160,1743,2052,2751,2781,1221,2163
1530,993,2379,2202,1896,2457,1806,1281,1017,48
2166,2706,1086,96,2649,276,2001,630,1515,1395
441,2217,792,1128,957,228,1068,2388,1245,708
2793,2280,2988,1494,75,2166,450,2832,2871,120
2556,1932,573,627,2973,2097,1251,1002,2661,2766
849,915,2715,888,420,531,1965,1902,1482,2706
2643,1257,2661,444,1869,1743,1095,2040,1461,1080
2976,2367,276,240,2418,522,1614,2475,1164,2883
2442,2739,1872,33,2946,2481,2853,840,309,1491
2469,1422,531,1125,24,1731,2592,2994,63,693
759,2922,819,582,1995,762,669,465,1743,642
2064,1851,972,1584,1344,1779,2568,1770,1470,654
2373,171,2871,2427,1401,1992,2319,2085,2424,2859
1302,81,2514,2508,1587,1311,90,2709,618,1767
2208,1773,417,495,1392,1611,462,2457,2379,2766
387,1920,1863,1959,1758,348,2301,525,1158,1221
1740,1827,522,594,2415,2562,1449,972,2001,540
765,741,303,948,978,480,2409,258,2523,177
810,1044,1515,243,2856,1338,2082,651,759,1311
1365,516,2265,1200,1320,1176,591,1629,693,2829
2349,9,1872,2310,960,1473,135,2862,2412,1437
2826,375,2493,1497,834,582,645,1143,531,2064
1581,1731,1821,2991,711,399,1536,2931,2568,2166
2385,2181,2991,1566,933,2067,2247,2157,1791,1419
666,1641,2877,588,9,714,2865,612,1341,2832
2187,1665,1533,753,1863,183,2847,1977,2475,2592
720,1776,1314,294,1059,2526,1023,225,2109,1635
1500,711,570,1854,903,1452,1809,387,798,1053
531,1068,1410,3,2103,1347,864,363,192,2718
1848,1164,540,606,90,705,1815,918,2064,420
630,1161,1707,81,1215,693,1071,1803,177,1314
2475,2778,1221,774,237,1434,1911,2319,1089,0
1458,360,111,2919,1995,1443,126,2649,975,2991
2082,1734,795,1011,1935,816,2970,1737,576,1062
2946,1212,84,582,2391,18,1989,1533,279,2166
2532,2793,1173,2703,615,2415,2496,1950,2838,123
2550,1449,840,795,1242,792,1584,210,798,966
2589,2640,2394,1236,2082,1020,1845,1881,2385,2991
2160,1185,2217,2595,936,513,711,657,1788,846
1359,117,2529,444,2280,1677,474,2787,2829,1917
1818,2823,1632,654,1650,2490,2019,471,1218,1683
1782,1812,2499,1443,1284,2028,261,2973,681,2154
2565,1902,1047,2148,1965,1950,1455,1011,2811,2190
2307,2973,2913,2553,141,336,366,1923,120,585
2550,918,2232,1539,786,1875,708,786,1017,492
2868,564,132,1362,1590,870,1344,2394,243,30
57,762,2493,2208,1449,2142,1812,30,1572,2721
1431,297,2370,2703,2763,1563,834,1728,1632,2913
1770,726,1746,1080,2979,2832,2343,657,654,663
2451,1926,1110,2451,1203,945,1536,2796,57,2349
2145,846,1398,546,2070,2256,2571,375,252,1878
1335,2223,579,1083,2097,1233,2241,138,699,2691
2211,60,477,2109,1458,117,1404,918,2700,2553
144,2517,1668,2595,1488,2640,471,1917,882,1140
228,957,951,15,1203,90,24,1290,1917,2568
2511,2286,2235,1320,588,2118,1743,1188,810,2955
2898,2427,639,60,2082,237,2559,1722,429,2145
765,2886,2310,564,2196,438,912,471,1974,1752
2211,504,2607,471,2172,2271,2349,2022,1254,2226
1536,1404,1101,2778,564,369,801,2475,1134,1614
2226,606,1713,1095,1077,2034,507,1398,2718,684
1329,636,585,1350,2583,1773,2295,2922,2928,2346
2133,642,1866,2136,1665,2574,2085,939,768,1641
1440,27,1908,1470,1632,2613,1212,2058,2775,768
2601,684,327,2550,1413,1491,2868,1731,489,2460
63,189,2577,594,1071,2403,1668,840,1608,534
624,456,2640,2973,363,1425,1521,1656,741,2979
711,789,2892,879,2811,2034,2787,1584,2274,1464
408,153,579,396,1836,159,339,2769,99,1818
2475,417,660,1248,954,150,246,2526,1260,93
2154,774,1500,1908,2958,1965,2361,153,831,1659
537,2658,198,1797,2151,1212,936,429,2370,2976
630,2019,1989,2487,2340,1647,1887,2436,1479,2634
378,1026,2301,1893,2937,1623,339,522,1863,168
210,2838,2436,1479,2769,6,159,525,1668,90
45,2649,540,1839,714,39,1011,660,582,2181
2694,57,1740,423,1593,2790,66,1869,2931,444
1680,1608,1020,1017,2217,2766,192,1290,96,1101
1692,2367,429,1713,2451,906,1836,2748,1500,1161
1758,954,1923,1425,957,588,1986,1905,315,1770
1722,1329,141,2238,642,138,288,2499,237,327
2385,2604,2178,1890,1785,777,747,2904,1476,906
1086,192,618,963,2199,789,876,2775,123,1758
249,2694,2211,321,483,2646,2103,564,864,1008
648,1518,1224,660,132,2601,795,1146,2658,1032
999,1986,1464,1683,282,1959,1902,174,15,1254
1830,1350,174,315,2562,2688,1896,2682,2622,2016
705,1347,2916,1755,1509,321,366,846,330,1518
1107,162,1860,2355,1911,738,2868,2814,2478,36
1089,1254,1194,573,2883,108,2586,1356,2619,2898
1584,2022,729,1344,651,15,1740,63,1344,507
1164,1338,9,2502,2433,2049,1632,831,1890,1596
498,1278,2241,1374,1860,180,1419,1614,2424,447
729,732,825,1830,1548,2625,1917,357,2916,2787
2139,2553,2790,813,1479,2454,1173,2937,1680,2913
984,2670,2619,2949,2574,282,2289,483,1860,1023
2115,2601,2577,2484,1887,690,2634,2253,2142,2379
2601,1365,1128,501,2295,936,2358,1665,2763,978
2928,810,1575,2511,1905,2985,2373,537,675,2928
315,2133,2577,546,2649,1419,732,1314,39,2097
849,846,2967,2052,2814,1317,777,2289,2607,1044
1074,396,1518,1758,114,2763,174,576,2520,1896
849,981,912,1908,1425,2868,2721,1509,501,489
2325,2988,1836,660,180,2895,2022,51,2403,2448
2649,1857,1026,354,1233,2886,840,15,2631,2265
918,2313,2913,1374,105,396,1308,78,1668,2658
2166,804,1629,1881,1878,1353,1677,2496,51,2934
1188,2400,1203,3,2871,2979,1296,642,1167,288
2910,585,12,2466,1869,711,1311,921,615,495
1869,2748,996,462,2022,891,2907,891,963,2577
2865,2394,2469,81,1707,2154,837,2226,2178,156
573,1563,2940,612,2340,2544,1848,102,2415,1149
1245,1572,2235,732,2583,2556,1698,2571,2361,2523
1578,270,1317,1722,372,2790,2745,1182,2838,942
498,702,24,6,1443,144,474,1158,1116,2919
2571,1974,2838,1701,2010,2679,1650,2853,2958,255
2487,285,951,1902,1950,1365,2484,1338,672,894
1257,1629,1854,675,423,1899,252,594,1158,2364
57,1491,2001,1200,171,486,2100,2670,1971,2847
2598,975,2241,2682,162,2877,2160,996,1701,876
2232,1653,1668,645,2079,975,2940,138,1266,1359
459,2139,1764,99,2883,2076,1998,870,222,501
348,216,1323,1272,1431,495,1731,2256,609,1878
999,630,2805,921,1938,1392,2178,939,1551,1866
717,1131,1686,1218,429,861,147,2733,180,2148
